Model,Tumor Type,Treatment
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,binimetinib-3.5mpk
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,trametinib
X-2470,PDAC,untreated
X-2470,PDAC,untreated
X-2470,PDAC,untreated
X-2470,PDAC,untreated
X-2470,PDAC,untreated
X-2470,PDAC,untreated
X-2470,PDAC,untreated
X-2470,PDAC,untreated
X-2470,PDAC,untreated
X-2470,PDAC,untreated
X-2470,PDAC,untreated
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,5FU
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120
X-2483,CRC,BKM120 + LJC049
X-2483,CRC,BKM120 + LJC049
X-2483,CRC,BKM120 + LJC049
X-2483,CRC,BKM120 + LJC049
X-2483,CRC,BKM120 + LJC049
X-2483,CRC,BKM120 + LJC049
X-2483,CRC,BKM120 + LJC049
X-2483,CRC,BKM120 + LJC049
X-2483,CRC,BKM120 + LJC049
X-2483,CRC,BKM120 + LJC049
X-2483,CRC,BKM120 + LJC049
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + LJM716
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + cetuximab
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + binimetinib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,BYL719 + cetuximab + encorafenib
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CGM097
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CKX620
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,CLR457
X-2483,CRC,HDM201
X-2483,CRC,HDM201
X-2483,CRC,HDM201
X-2483,CRC,HDM201
X-2483,CRC,HDM201
X-2483,CRC,HDM201
X-2483,CRC,HDM201
X-2483,CRC,HDM201
X-2483,CRC,HDM201
X-2483,CRC,HDM201
X-2483,CRC,HDM201
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,cetuximab + encorafenib
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,LEE011
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,encorafenib
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LJC049
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,LKA136
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,binimetinib
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,untreated
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2483,CRC,LFW527 + binimetinib
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,5FU
X-2484,CRC,BKM120
X-2484,CRC,BKM120
X-2484,CRC,BKM120
X-2484,CRC,BKM120
X-2484,CRC,BKM120
X-2484,CRC,BKM120
X-2484,CRC,BKM120
X-2484,CRC,BKM120
X-2484,CRC,BKM120
X-2484,CRC,BKM120
X-2484,CRC,BKM120
X-2484,CRC,BKM120
X-2484,CRC,BKM120 + LJC049
X-2484,CRC,BKM120 + LJC049
X-2484,CRC,BKM120 + LJC049
X-2484,CRC,BKM120 + LJC049
X-2484,CRC,BKM120 + LJC049
X-2484,CRC,BKM120 + LJC049
X-2484,CRC,BKM120 + LJC049
X-2484,CRC,BKM120 + LJC049
X-2484,CRC,BKM120 + LJC049
X-2484,CRC,BKM120 + LJC049
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + LJM716
X-2484,CRC,BYL719 + cetuximab + encorafenib
X-2484,CRC,BYL719 + cetuximab + encorafenib
X-2484,CRC,BYL719 + cetuximab + encorafenib
X-2484,CRC,BYL719 + cetuximab + encorafenib
X-2484,CRC,BYL719 + cetuximab + encorafenib
X-2484,CRC,BYL719 + cetuximab + encorafenib
X-2484,CRC,BYL719 + cetuximab + encorafenib
X-2484,CRC,BYL719 + cetuximab + encorafenib
X-2484,CRC,BYL719 + cetuximab + encorafenib
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + cetuximab
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + binimetinib
X-2484,CRC,BYL719 + encorafenib
X-2484,CRC,BYL719 + encorafenib
X-2484,CRC,BYL719 + encorafenib
X-2484,CRC,BYL719 + encorafenib
X-2484,CRC,BYL719 + encorafenib
X-2484,CRC,BYL719 + encorafenib
X-2484,CRC,BYL719 + encorafenib
X-2484,CRC,BYL719 + encorafenib
X-2484,CRC,BYL719 + encorafenib
X-2484,CRC,BYL719 + encorafenib
X-2484,CRC,BYL719 + encorafenib
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CGM097
X-2484,CRC,CKX620
X-2484,CRC,CKX620
X-2484,CRC,CKX620
X-2484,CRC,CKX620
X-2484,CRC,CKX620
X-2484,CRC,CKX620
X-2484,CRC,CKX620
X-2484,CRC,CKX620
X-2484,CRC,CKX620
X-2484,CRC,CKX620
X-2484,CRC,CKX620
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,CLR457
X-2484,CRC,HDM201
X-2484,CRC,HDM201
X-2484,CRC,HDM201
X-2484,CRC,HDM201
X-2484,CRC,HDM201
X-2484,CRC,HDM201
X-2484,CRC,HDM201
X-2484,CRC,cetuximab
X-2484,CRC,cetuximab
X-2484,CRC,cetuximab
X-2484,CRC,cetuximab
X-2484,CRC,cetuximab
X-2484,CRC,cetuximab
X-2484,CRC,cetuximab
X-2484,CRC,cetuximab
X-2484,CRC,cetuximab
X-2484,CRC,cetuximab + encorafenib
X-2484,CRC,cetuximab + encorafenib
X-2484,CRC,cetuximab + encorafenib
X-2484,CRC,cetuximab + encorafenib
X-2484,CRC,cetuximab + encorafenib
X-2484,CRC,cetuximab + encorafenib
X-2484,CRC,cetuximab + encorafenib
X-2484,CRC,cetuximab + encorafenib
X-2484,CRC,cetuximab + encorafenib
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,LEE011
X-2484,CRC,encorafenib
X-2484,CRC,encorafenib
X-2484,CRC,encorafenib
X-2484,CRC,encorafenib
X-2484,CRC,encorafenib
X-2484,CRC,encorafenib
X-2484,CRC,encorafenib
X-2484,CRC,encorafenib
X-2484,CRC,LJC049
X-2484,CRC,LJC049
X-2484,CRC,LJC049
X-2484,CRC,LJC049
X-2484,CRC,LJC049
X-2484,CRC,LJC049
X-2484,CRC,LJC049
X-2484,CRC,LJC049
X-2484,CRC,LKA136
X-2484,CRC,LKA136
X-2484,CRC,LKA136
X-2484,CRC,LKA136
X-2484,CRC,LKA136
X-2484,CRC,LKA136
X-2484,CRC,LKA136
X-2484,CRC,LKA136
X-2484,CRC,binimetinib
X-2484,CRC,binimetinib
X-2484,CRC,binimetinib
X-2484,CRC,binimetinib
X-2484,CRC,binimetinib
X-2484,CRC,binimetinib
X-2484,CRC,binimetinib
X-2484,CRC,binimetinib
X-2484,CRC,binimetinib
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2484,CRC,untreated
X-2487,BRCA,BGJ398
X-2487,BRCA,BGJ398
X-2487,BRCA,BGJ398
X-2487,BRCA,BGJ398
X-2487,BRCA,BGJ398
X-2487,BRCA,BGJ398
X-2487,BRCA,BGJ398
X-2487,BRCA,BGJ398
X-2487,BRCA,BGJ398
X-2487,BRCA,BGJ398
X-2487,BRCA,BGJ398
X-2487,BRCA,BGJ398
