Cell line Name,Model ID, COSMIC ID, TCGA Classfication, Tissue,Tissue sub-type, Datasets, number of drugs
"LS-1034","SIDM00681","917486","COREAD","digestive_system","large_intestine","GDSC1","395"
"22RV1","SIDM00499","924100","PRAD","urogenital_system","prostate","GDSC1","353"
"8505C","SIDM00996","924102","THCA","thyroid","thyroid","GDSC1","341"
"B-CPAP","SIDM00992","924104","THCA","thyroid","thyroid","GDSC1","345"
"BPH-1","SIDM00964","924105","UNCLASSIFIED","urogenital_system","prostate","GDSC1","345"
"CAL-148","SIDM00938","924106","BRCA","breast","breast","GDSC1","217"
"CAL-39","SIDM00935","924107","CESC","urogenital_system","cervix","GDSC1","346"
"CaR-1","SIDM00488","924108","COREAD","digestive_system","large_intestine","GDSC1","344"
"HDLM-2","SIDM01064","924110","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","388"
"HO-1-N-1","SIDM00592","924111","HNSC","aero_digestive_tract","head_and_neck","GDSC1","345"
"HTC-C3","SIDM00496","924151","THCA","thyroid","thyroid","GDSC1","345"
"KGN","SIDM00302","924186","UNCLASSIFIED","urogenital_system","ovary","GDSC1","390"
"KLE","SIDM00686","924187","UCEC","urogenital_system","endometrium","GDSC1","370"
"KNS-81-FD","SIDM01210","924188","LGG","nervous_system","glioma","GDSC1","384"
"KP-N-RT-BM-1","SIDM00557","924189","NB","nervous_system","neuroblastoma","GDSC1","25"
"K5","SIDM00056","924238","THCA","thyroid","thyroid","GDSC1","381"
"L-363","SIDM00312","924239","MM","blood","myeloma","GDSC1","386"
"MDA-MB-415","SIDM00630","924240","BRCA","breast","breast","GDSC1","337"
"NCI-H250","SIDM00721","924241","SCLC","lung","lung_small_cell_carcinoma","GDSC1","1"
"NCI-H1975","SIDM00759","924244","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","393"
"SW954","SIDM01157","924247","UNCLASSIFIED","urogenital_system","urogenital_system_other","GDSC1","361"
"TE-441-T","SIDM01173","924248","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC1","178"
"MKN7","SIDM00560","924250","STAD","digestive_system","stomach","GDSC1","353"
"MDA-MB-157","SIDM00529","925338","BRCA","breast","breast","GDSC1","347"
"MMAc-SF","SIDM01242","925339","SKCM","skin","melanoma","GDSC1","385"
"MKN45","SIDM00247","925340","STAD","digestive_system","stomach","GDSC1","337"
"NCI-H810","SIDM01116","925341","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","351"
"MFH-ino","SIDM00299","925343","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC1","386"
"NOS-1","SIDM00242","925345","UNCLASSIFIED","bone","osteosarcoma","GDSC1","388"
"PANC-03-27","SIDM01138","925346","PAAD","pancreas","pancreas","GDSC1","345"
"PANC-08-13","SIDM01136","925347","PAAD","pancreas","pancreas","GDSC1","345"
"PANC-10-05","SIDM01135","925348","PAAD","pancreas","pancreas","GDSC1","346"
"RL95-2","SIDM01088","930082","UNCLASSIFIED","urogenital_system","endometrium","GDSC1","343"
"RO82-W-1","SIDM00218","930083","THCA","thyroid","thyroid","GDSC1","344"
"SiHa","SIDM01093","930297","CESC","urogenital_system","cervix","GDSC1","343"
"SKG-IIIa","SIDM00381","930298","CESC","urogenital_system","cervix","GDSC1","345"
"TT","SIDM00484","930299","THCA","thyroid","thyroid","GDSC1","350"
"VMRC-MELG","SIDM00319","930301","SKCM","skin","melanoma","GDSC1","291"
"TE-9","SIDM00325","946353","ESCA","aero_digestive_tract","oesophagus","GDSC1","394"
"TE-11","SIDM00348","946354","ESCA","aero_digestive_tract","oesophagus","GDSC1","371"
"TE-6","SIDM00328","946355","ESCA","aero_digestive_tract","oesophagus","GDSC1","368"
"TE-12","SIDM00023","946356","ESCA","aero_digestive_tract","oesophagus","GDSC1","395"
"TC-YIK","SIDM00234","946357","UNCLASSIFIED","urogenital_system","cervix","GDSC1","226"
"YT","SIDM00410","946358","ALL","blood","lymphoid_neoplasm_other","GDSC1","387"
"BT-474","SIDM00963","946359","BRCA","breast","breast","GDSC1","399"
"OAW-28","SIDM00481","946360","OV","urogenital_system","ovary","GDSC1","346"
"LCLC-97TM1","SIDM00344","946361","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","352"
"KP-N-YS","SIDM00157","946363","NB","nervous_system","neuroblastoma","GDSC1","265"
"D-247MG","SIDM00622","946367","GBM","nervous_system","glioma","GDSC1","359"
"D-263MG","SIDM00732","946368","GBM","nervous_system","glioma","GDSC1","394"
"D-336MG","SIDM00620","946369","LGG","nervous_system","glioma","GDSC1","354"
"D-392MG","SIDM00542","946370","GBM","nervous_system","glioma","GDSC1","369"
"D-423MG","SIDM00209","946372","GBM","nervous_system","glioma","GDSC1","348"
"D-502MG","SIDM00208","946373","LGG","nervous_system","glioma","GDSC1","387"
"D-566MG","SIDM00206","946377","GBM","nervous_system","glioma","GDSC1","338"
"CAMA-1","SIDM00920","946382","BRCA","breast","breast","GDSC1","347"
"CTB-1","SIDM00283","949088","DLBC","blood","B_cell_lymphoma","GDSC1","385"
"Caov-4","SIDM00918","949090","OV","urogenital_system","ovary","GDSC1","330"
"CP67-MEL","SIDM00189","949092","SKCM","skin","melanoma","GDSC1","23"
"BT-483","SIDM00892","949093","BRCA","breast","breast","GDSC1","353"
"M059J","SIDM00659","949094","GBM","nervous_system","glioma","GDSC1","343"
"HAL-01","SIDM00289","949153","ALL","blood","lymphoblastic_leukemia","GDSC1","387"
"OMC-1","SIDM00240","949154","CESC","urogenital_system","cervix","GDSC1","379"
"ES8","SIDM00261","949155","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","389"
"ES4","SIDM00264","949156","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","393"
"ES6","SIDM00262","949157","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","392"
"ES1","SIDM00266","949158","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","389"
"EW-7","SIDM00201","949160","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","353"
"EW-3","SIDM00202","949161","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","385"
"EW-12","SIDM00200","949162","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","41"
"EW-1","SIDM00205","949163","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","394"
"EW-18","SIDM00197","949164","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","387"
"EW-16","SIDM00198","949165","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","368"
"EW-13","SIDM00621","949166","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","387"
"EW-22","SIDM00196","949167","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","244"
"EW-24","SIDM00195","949168","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","387"
"LAN-6","SIDM00330","949170","NB","nervous_system","neuroblastoma","GDSC1","394"
"NB10","SIDM00259","949171","NB","nervous_system","neuroblastoma","GDSC1","392"
"NB12","SIDM00258","949172","NB","nervous_system","neuroblastoma","GDSC1","359"
"NB6","SIDM00253","949173","NB","nervous_system","neuroblastoma","GDSC1","366"
"NB7","SIDM00156","949174","NB","nervous_system","neuroblastoma","GDSC1","390"
"NB17","SIDM00255","949175","NB","nervous_system","neuroblastoma","GDSC1","314"
"NB5","SIDM00254","949176","NB","nervous_system","neuroblastoma","GDSC1","392"
"NB13","SIDM00257","949177","NB","nervous_system","neuroblastoma","GDSC1","392"
"NB14","SIDM00256","949178","NB","nervous_system","neuroblastoma","GDSC1","379"
"NB1","SIDM00578","949179","NB","nervous_system","neuroblastoma","GDSC1","377"
"RH-1","SIDM00427","971773","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC1","392"
"RH-18","SIDM00454","971774","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC1","233"
"MZ2-MEL","SIDM00179","971777","SKCM","skin","melanoma","GDSC1","390"
"Jurkat","SIDM01016","998184","ALL","blood","T_cell_leukemia","GDSC1","227"
"LS-180","SIDM00680","998189","COREAD","digestive_system","large_intestine","GDSC1","358"
"BICR22","SIDM00485","1240121","HNSC","aero_digestive_tract","head_and_neck","GDSC1","343"
"BICR78","SIDM00501","1240122","HNSC","aero_digestive_tract","head_and_neck","GDSC1","347"
"CCK-81","SIDM00487","1240123","COREAD","digestive_system","large_intestine","GDSC1","353"
"COLO-783","SIDM00955","1240125","SKCM","skin","melanoma","GDSC1","338"
"EN","SIDM01045","1240127","UCEC","urogenital_system","endometrium","GDSC1","350"
"ES-2","SIDM00861","1240128","UNCLASSIFIED","urogenital_system","ovary","GDSC1","392"
"FU-OV-1","SIDM01040","1240129","OV","urogenital_system","ovary","GDSC1","343"
"G-MEL","SIDM00129","1240130","SKCM","skin","melanoma","GDSC1","345"
"NCI-H2591","SIDM00101","1240131","MESO","lung","mesothelioma","GDSC1","353"
"NCI-H2595","SIDM00100","1240132","MESO","lung","mesothelioma","GDSC1","353"
"NCI-H2731","SIDM00098","1240134","MESO","lung","mesothelioma","GDSC1","353"
"NCI-H2803","SIDM00309","1240135","MESO","lung","mesothelioma","GDSC1","317"
"NCI-H2804","SIDM00310","1240136","MESO","lung","mesothelioma","GDSC1","339"
"NCI-H2810","SIDM00311","1240137","MESO","lung","mesothelioma","GDSC1","203"
"NCI-H2869","SIDM00519","1240138","MESO","lung","mesothelioma","GDSC1","351"
"NCI-H290","SIDM00518","1240139","MESO","lung","mesothelioma","GDSC1","313"
"NCI-H3118","SIDM00517","1240140","UNCLASSIFIED","aero_digestive_tract","head_and_neck","GDSC1","352"
"NCI-H513","SIDM00114","1240141","MESO","lung","mesothelioma","GDSC1","343"
"HARA","SIDM00598","1240142","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","352"
"HCC-15","SIDM01072","1240143","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","351"
"HCC-366","SIDM01070","1240144","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","173"
"HCC-44","SIDM01069","1240145","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","347"
"HCC-827","SIDM01067","1240146","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","342"
"Hep3B2-1-7","SIDM00672","1240147","LIHC","digestive_system","liver","GDSC1","341"
"Hs-633T","SIDM00667","1240149","UNCLASSIFIED","soft_tissue","fibrosarcoma","GDSC1","343"
"Hs-683","SIDM00666","1240150","LGG","nervous_system","glioma","GDSC1","352"
"Hs-746T","SIDM00665","1240151","STAD","digestive_system","stomach","GDSC1","319"
"IGR-37","SIDM01066","1240153","SKCM","skin","melanoma","GDSC1","344"
"IHH-4","SIDM00600","1240154","THCA","thyroid","thyroid","GDSC1","347"
"IM-95","SIDM00602","1240155","STAD","digestive_system","stomach","GDSC1","320"
"JHH-2","SIDM00617","1240157","LIHC","digestive_system","liver","GDSC1","345"
"JHH-4","SIDM00616","1240158","LIHC","digestive_system","liver","GDSC1","344"
"JHH-6","SIDM00615","1240159","LIHC","digestive_system","liver","GDSC1","345"
"JHH-7","SIDM00614","1240160","LIHC","digestive_system","liver","GDSC1","345"
"JHU-011","SIDM00128","1240161","HNSC","aero_digestive_tract","head_and_neck","GDSC1","314"
"JHU-022","SIDM00127","1240162","HNSC","aero_digestive_tract","head_and_neck","GDSC1","350"
"KYM-1","SIDM00552","1240166","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC1","349"
"KYSE-220","SIDM00551","1240167","ESCA","aero_digestive_tract","oesophagus","GDSC1","351"
"LN-18","SIDM00685","1240168","GBM","nervous_system","glioma","GDSC1","345"
"LN-229","SIDM00684","1240169","GBM","nervous_system","glioma","GDSC1","341"
"LNZTA3WT4","SIDM01220","1240170","GBM","nervous_system","glioma","GDSC1","343"
"MDA-MB-436","SIDM00629","1240172","BRCA","breast","breast","GDSC1","342"
"MDST8","SIDM00527","1240173","COREAD","digestive_system","large_intestine","GDSC1","383"
"MFE-319","SIDM00333","1240174","UCEC","urogenital_system","endometrium","GDSC1","350"
"ML-1","SIDM00442","1240178","THCA","thyroid","thyroid","GDSC1","317"
"MS751","SIDM00638","1240179","CESC","urogenital_system","cervix","GDSC1","342"
"NB(TU)1-10","SIDM00579","1240181","NB","nervous_system","neuroblastoma","GDSC1","394"
"NCI-H1836","SIDM00770","1240182","SCLC","lung","lung_small_cell_carcinoma","GDSC1","388"
"NCI-H1869","SIDM00768","1240183","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","388"
"NCI-H1915","SIDM00763","1240184","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","353"
"NCI-H1944","SIDM00762","1240185","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","351"
"NCI-H196","SIDM00761","1240186","SCLC","lung","lung_small_cell_carcinoma","GDSC1","350"
"NCI-H2023","SIDM00753","1240187","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","342"
"NCI-H211","SIDM00704","1240189","SCLC","lung","lung_small_cell_carcinoma","GDSC1","387"
"NCI-H3122","SIDM00137","1240190","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","320"
"NCI-H647","SIDM01125","1240191","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","320"
"NCI-H841","SIDM01134","1240192","SCLC","lung","lung_small_cell_carcinoma","GDSC1","350"
"NCI-H847","SIDM01149","1240193","SCLC","lung","lung_small_cell_carcinoma","GDSC1","392"
"OSC-20","SIDM00565","1240196","HNSC","aero_digestive_tract","head_and_neck","GDSC1","347"
"OV-90","SIDM01141","1240197","OV","urogenital_system","ovary","GDSC1","346"
"OVISE","SIDM00564","1240198","OV","urogenital_system","ovary","GDSC1","352"
"OVKATE","SIDM00466","1240199","OV","urogenital_system","ovary","GDSC1","339"
"OVMIU","SIDM00465","1240200","OV","urogenital_system","ovary","GDSC1","346"
"PA-TU-8988T","SIDM00453","1240201","PAAD","pancreas","pancreas","GDSC1","346"
"PC-3_[JPC-3]","SIDM00361","1240202","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","346"
"PCI-15A","SIDM00270","1240204","HNSC","aero_digestive_tract","head_and_neck","GDSC1","347"
"PCI-38","SIDM00155","1240205","HNSC","aero_digestive_tract","head_and_neck","GDSC1","347"
"PCI-6A","SIDM00115","1240206","HNSC","aero_digestive_tract","head_and_neck","GDSC1","349"
"PE-CA-PJ15","SIDM00473","1240207","HNSC","aero_digestive_tract","head_and_neck","GDSC1","345"
"RERF-GC-1B","SIDM00358","1240209","STAD","digestive_system","stomach","GDSC1","336"
"RH-41","SIDM00426","1240210","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC1","339"
"SISO","SIDM00394","1240212","CESC","urogenital_system","cervix","GDSC1","341"
"SKN","SIDM00377","1240215","UNCLASSIFIED","urogenital_system","uterus","GDSC1","349"
"SNU-398","SIDM01181","1240217","LIHC","digestive_system","liver","GDSC1","342"
"SU8686","SIDM01188","1240218","PAAD","pancreas","pancreas","GDSC1","344"
"SUIT-2","SIDM00371","1240219","PAAD","pancreas","pancreas","GDSC1","347"
"SW156","SIDM01162","1240220","KIRC","kidney","kidney","GDSC1","342"
"TC-71","SIDM00419","1240221","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","392"
"TOV-21G","SIDM01169","1240222","OV","urogenital_system","ovary","GDSC1","349"
"TT2609-C02","SIDM00418","1240223","THCA","thyroid","thyroid","GDSC1","349"
"VMRC-RCW","SIDM00318","1240224","KIRC","kidney","kidney","GDSC1","224"
"WM278","SIDM00975","1240226","SKCM","skin","melanoma","GDSC1","347"
"SUP-B15","SIDM01176","1247871","ALL","blood","lymphoblastic_leukemia","GDSC1","286"
"H3255","SIDM00046","1247873","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","345"
"451Lu","SIDM01240","1287706","SKCM","skin","melanoma","GDSC1","352"
"OCI-AML3","SIDM00462","1290455","LAML","blood","acute_myeloid_leukaemia","GDSC1","394"
"ASH-3","SIDM00491","1290722","THCA","thyroid","thyroid","GDSC1","351"
"BICR10","SIDM00077","1290724","HNSC","aero_digestive_tract","head_and_neck","GDSC1","352"
"BICR31","SIDM00078","1290725","HNSC","aero_digestive_tract","head_and_neck","GDSC1","177"
"CAL-29","SIDM00936","1290730","BLCA","urogenital_system","bladder","GDSC1","345"
"CAL-78","SIDM00929","1290765","UNCLASSIFIED","bone","chondrosarcoma","GDSC1","331"
"CHSA0011","SIDM00051","1290767","UNCLASSIFIED","bone","chondrosarcoma","GDSC1","301"
"CHSA0108","SIDM00050","1290768","UNCLASSIFIED","bone","chondrosarcoma","GDSC1","301"
"CL-11","SIDM00944","1290769","COREAD","digestive_system","large_intestine","GDSC1","391"
"CS1","SIDM00199","1290795","UNCLASSIFIED","bone","bone_other","GDSC1","353"
"DAN-G","SIDM00950","1290797","PAAD","pancreas","pancreas","GDSC1","318"
"EFM-192A","SIDM01002","1290798","BRCA","breast","breast","GDSC1","352"
"FU97","SIDM00503","1290806","STAD","digestive_system","stomach","GDSC1","345"
"G-292-Clone-A141B1","SIDM00858","1290807","UNCLASSIFIED","bone","osteosarcoma","GDSC1","345"
"NCI-H2369","SIDM00104","1290808","MESO","lung","mesothelioma","GDSC1","351"
"NCI-H2373","SIDM00103","1290809","MESO","lung","mesothelioma","GDSC1","346"
"NCI-H2461","SIDM00102","1290810","MESO","lung","mesothelioma","GDSC1","351"
"NCI-H2722","SIDM00099","1290812","MESO","lung","mesothelioma","GDSC1","351"
"NCI-H2795","SIDM00154","1290813","MESO","lung","mesothelioma","GDSC1","341"
"NCI-H2818","SIDM00520","1290814","MESO","lung","mesothelioma","GDSC1","344"
"HCC1428","SIDM00881","1290905","BRCA","breast","breast","GDSC1","353"
"HCC202","SIDM00870","1290906","BRCA","breast","breast","GDSC1","312"
"HCC-78","SIDM01068","1290908","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","352"
"HDQ-P1","SIDM01062","1290922","BRCA","breast","breast","GDSC1","346"
"ALL-SIL","SIDM00994","1295740","ALL","blood","T_cell_leukemia","GDSC1","394"
"AMO-1","SIDM00993","1295741","MM","blood","haematopoietic_neoplasm_other","GDSC1","395"
"COR-L303","SIDM00510","1297438","SCLC","lung","lung_small_cell_carcinoma","GDSC1","134"
"COR-L95","SIDM00521","1297439","SCLC","lung","lung_small_cell_carcinoma","GDSC1","369"
"DND-41","SIDM00946","1297446","ALL","blood","T_cell_leukemia","GDSC1","393"
"EJM","SIDM01048","1297447","MM","blood","lymphoid_neoplasm_other","GDSC1","385"
"Farage","SIDM00859","1297449","DLBC","blood","B_cell_lymphoma","GDSC1","391"
"HeLa","SIDM00846","1298134","CESC","urogenital_system","cervix","GDSC1","341"
"HPAC","SIDM00670","1298136","PAAD","pancreas","pancreas","GDSC1","317"
"Hs-766T","SIDM00664","1298141","PAAD","pancreas","pancreas","GDSC1","351"
"Hs-939-T","SIDM00663","1298144","SKCM","skin","melanoma","GDSC1","352"
"Hs-940-T","SIDM00662","1298145","SKCM","skin","melanoma","GDSC1","318"
"huH-1","SIDM00586","1298146","LIHC","digestive_system","liver","GDSC1","352"
"JHH-1","SIDM00618","1298151","LIHC","digestive_system","liver","GDSC1","351"
"JHU-029","SIDM00690","1298156","HNSC","aero_digestive_tract","head_and_neck","GDSC1","218"
"JIMT-1","SIDM01037","1298157","BRCA","breast","breast","GDSC1","300"
"K2","SIDM00126","1298160","SKCM","skin","melanoma","GDSC1","302"
"KMH-2","SIDM00619","1298167","THCA","thyroid","thyroid","GDSC1","354"
"KMRC-1","SIDM00611","1298168","KIRC","kidney","kidney","GDSC1","320"
"KMRC-20","SIDM00609","1298169","KIRC","kidney","kidney","GDSC1","348"
"KON","SIDM00604","1298215","HNSC","aero_digestive_tract","head_and_neck","GDSC1","345"
"KP-1N","SIDM00583","1298216","PAAD","pancreas","pancreas","GDSC1","280"
"KP-2","SIDM00582","1298218","PAAD","pancreas","pancreas","GDSC1","294"
"KP-3","SIDM00571","1298219","UNCLASSIFIED","pancreas","pancreas","GDSC1","346"
"KYSE-50","SIDM00550","1298222","ESCA","aero_digestive_tract","oesophagus","GDSC1","353"
"LC-1-sq","SIDM00300","1298223","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","297"
"LOU-NH91","SIDM00341","1298226","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","350"
"NCI-H1435","SIDM00658","1298347","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","346"
"NCI-H1568","SIDM00750","1298348","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","354"
"NCI-H1688","SIDM00792","1298349","SCLC","lung","lung_small_cell_carcinoma","GDSC1","347"
"NCI-H1781","SIDM00754","1298350","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","350"
"NCI-H2110","SIDM00703","1298351","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","352"
"NCI-H2135","SIDM00700","1298352","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","387"
"NCI-H2172","SIDM00926","1298353","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","343"
"NCI-H2444","SIDM00723","1298356","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","346"
"NUGC-4","SIDM00570","1298357","STAD","digestive_system","stomach","GDSC1","350"
"OCUM-1","SIDM00568","1298358","STAD","digestive_system","stomach","GDSC1","315"
"OE21","SIDM00478","1298359","ESCA","aero_digestive_tract","oesophagus","GDSC1","349"
"OSC-19","SIDM00566","1298362","HNSC","aero_digestive_tract","head_and_neck","GDSC1","345"
"OVTOKO","SIDM00425","1298365","OV","urogenital_system","ovary","GDSC1","352"
"PANC-02-03","SIDM01139","1298475","PAAD","pancreas","pancreas","GDSC1","350"
"PANC-04-03","SIDM01137","1298476","PAAD","pancreas","pancreas","GDSC1","319"
"PA-TU-8902","SIDM00455","1298526","PAAD","pancreas","pancreas","GDSC1","346"
"PCI-30","SIDM00044","1298529","HNSC","aero_digestive_tract","head_and_neck","GDSC1","346"
"PCI-4B","SIDM00043","1298531","HNSC","aero_digestive_tract","head_and_neck","GDSC1","351"
"PL4","SIDM00042","1298533","PAAD","pancreas","pancreas","GDSC1","350"
"QGP-1","SIDM00360","1298534","UNCLASSIFIED","pancreas","pancreas","GDSC1","308"
"RERF-LC-KJ","SIDM00356","1298537","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","352"
"RERF-LC-Sq1","SIDM00354","1298538","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","350"
"RKN","SIDM00353","1298539","UNCLASSIFIED","urogenital_system","ovary","GDSC1","351"
"SAT","SIDM00350","1299050","HNSC","aero_digestive_tract","head_and_neck","GDSC1","313"
"SCC90","SIDM00399","1299052","HNSC","aero_digestive_tract","head_and_neck","GDSC1","235"
"SKN-3","SIDM00375","1299059","HNSC","aero_digestive_tract","head_and_neck","GDSC1","343"
"STS-0421","SIDM00041","1299061","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC1","235"
"SW1271","SIDM01156","1299062","SCLC","lung","lung_small_cell_carcinoma","GDSC1","350"
"T-T","SIDM00322","1299064","ESCA","aero_digestive_tract","oesophagus","GDSC1","345"
"TMK-1","SIDM00040","1299069","STAD","digestive_system","stomach","GDSC1","286"
"TOV-112D","SIDM01170","1299070","OV","urogenital_system","ovary","GDSC1","351"
"VCaP","SIDM01077","1299075","PRAD","urogenital_system","prostate","GDSC1","392"
"WM1552C","SIDM00976","1299078","SKCM","skin","melanoma","GDSC1","351"
"WM35","SIDM00974","1299080","SKCM","skin","melanoma","GDSC1","324"
"WM793B","SIDM00973","1299081","SKCM","skin","melanoma","GDSC1","345"
"GA-10","SIDM00854","1303896","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","272"
"GRANTA-519","SIDM01058","1303897","DLBC","blood","B_cell_lymphoma","GDSC1","383"
"HCC1500","SIDM00879","1303900","BRCA","breast","breast","GDSC1","358"
"HCC-33","SIDM01071","1303901","SCLC","lung","lung_small_cell_carcinoma","GDSC1","219"
"YMB-1-E","SIDM01261","1303911","BRCA","breast","breast","GDSC1","135"
"CHSA8926","SIDM00176","1303912","UNCLASSIFIED","bone","chondrosarcoma","GDSC1","349"
"COR-L32","SIDM00508","1322212","SCLC","lung","lung_small_cell_carcinoma","GDSC1","100"
"COR-L321","SIDM00507","1322213","UNCLASSIFIED","lung","lung_other","GDSC1","303"
"Hs-445","SIDM00668","1322218","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","325"
"HSC-39","SIDM00045","1322224","STAD","digestive_system","stomach","GDSC1","388"
"NB4","SIDM00428","1323913","LAML","blood","acute_myeloid_leukaemia","GDSC1","394"
"JEKO-1","SIDM01038","1327765","DLBC","blood","B_cell_lymphoma","GDSC1","168"
"JJN-3","SIDM01036","1327766","MM","blood","haematopoietic_neoplasm_other","GDSC1","394"
"JM1","SIDM00689","1327768","DLBC","blood","B_cell_lymphoma","GDSC1","386"
"JSC-1","SIDM00688","1327769","DLBC","blood","B_cell_lymphoma","GDSC1","349"
"JURL-MK1","SIDM01015","1327771","LCML","blood","chronic_myeloid_leukaemia","GDSC1","375"
"KARPAS-1106P","SIDM01011","1327773","DLBC","blood","B_cell_lymphoma","GDSC1","169"
"KARPAS-231","SIDM01017","1327774","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","328"
"KARPAS-620","SIDM01006","1327775","MM","blood","haematopoietic_neoplasm_other","GDSC1","369"
"KCL-22","SIDM01004","1330931","LCML","blood","chronic_myeloid_leukaemia","GDSC1","395"
"KOPN-8","SIDM01034","1330933","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","361"
"L-1236","SIDM00313","1330935","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","385"
"MDA-MB-330","SIDM00631","1330941","BRCA","breast","breast","GDSC1","328"
"ME-1","SIDM00338","1330942","LAML","blood","acute_myeloid_leukaemia","GDSC1","388"
"MOLM-13","SIDM00437","1330947","LAML","blood","acute_myeloid_leukaemia","GDSC1","383"
"MOLM-16","SIDM00435","1330948","LAML","blood","acute_myeloid_leukaemia","GDSC1","168"
"MOLP-8","SIDM00434","1330950","MM","blood","myeloma","GDSC1","384"
"MY-M12","SIDM01217","1330960","ALL","blood","leukemia","GDSC1","283"
"NCI-H1341","SIDM00646","1330964","SCLC","lung","lung_small_cell_carcinoma","GDSC1","217"
"NCI-H1876","SIDM00766","1330972","SCLC","lung","lung_small_cell_carcinoma","GDSC1","392"
"NCI-H2066","SIDM00711","1330973","SCLC","lung","lung_small_cell_carcinoma","GDSC1","222"
"NK-92MI","SIDM01201","1330981","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC1","143"
"NU-DUL-1","SIDM00443","1330982","DLBC","blood","B_cell_lymphoma","GDSC1","386"
"OCI-AML5","SIDM00461","1330983","LAML","blood","acute_myeloid_leukaemia","GDSC1","393"
"OCI-LY-19","SIDM00460","1330984","DLBC","blood","B_cell_lymphoma","GDSC1","393"
"OCI-M1","SIDM00458","1330985","LAML","blood","acute_myeloid_leukaemia","GDSC1","386"
"P32-ISH","SIDM00362","1330987","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","385"
"PL-21","SIDM00450","1330991","LAML","blood","acute_myeloid_leukaemia","GDSC1","389"
"PWR-1E","SIDM01114","1330993","PRAD","urogenital_system","prostate","GDSC1","223"
"RCH-ACV","SIDM00449","1330994","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","220"
"RC-K8","SIDM00448","1330995","DLBC","blood","B_cell_lymphoma","GDSC1","370"
"ROS-50","SIDM00415","1331025","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","388"
